baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
ENSG00000169554.20	77.4357527808846	4.97083944700164	0.650093148797292	7.64634953652099	2.06765145745353e-14	4.52008183997755e-13	ZEB2
ENSG00000213512.3	15.3729747236207	4.95527485069442	1.16530615504768	4.25233731859218	2.11550887103901e-05	0.000182610923459197	GBP7
ENSG00000117228.10	1840.55152463429	4.95453966500912	0.102389620388801	48.3890812974538	0	0	GBP1
ENSG00000177409.12	5310.28286914051	4.92364434965024	0.078062750942037	63.072903404418	0	0	SAMD9L
ENSG00000049249.8	47.3235329842877	4.8603666820124	0.675798022903779	7.19204039859173	6.38301359993448e-13	1.25938818397639e-11	TNFRSF9
ENSG00000241131.1	7.41249559199551	4.79027305776786	1.77006598449878	2.70626807120091	0.00680440936602215	0.0301606363560514	LINC02032
ENSG00000185745.10	7511.01262181017	4.78648686672634	0.061893011535225	77.3348516738796	0	0	IFIT1
ENSG00000168016.14	1257.80344513029	4.71716813953247	0.117170934727815	40.2588589951111	0	0	TRANK1
ENSG00000229677.1	16.1240306370747	4.68780253991956	1.16978988448064	4.00738850806598	6.13938272822915e-05	0.000483108615323591	AC018644.1
ENSG00000284779.1	88.0349000413269	4.67286752006255	0.612526046426167	7.62884704630404	2.36862458073285e-14	5.16276313481859e-13	IGF2
ENSG00000172243.17	12.4422506383963	4.62528502273548	1.01987810386383	4.535135135476	5.75666150673104e-06	5.40139325374421e-05	CLEC7A
ENSG00000138646.9	1912.51297883908	4.61398843828839	0.111098885111608	41.5304657076734	0	0	HERC5
ENSG00000134326.11	1862.60158921024	4.61010295866599	0.0974538142538464	47.3055158893797	0	0	CMPK2
ENSG00000100346.17	15.2727539361769	4.59356103846477	1.20693424155861	3.80597457615648	0.000141246892569005	0.00102926359880905	CACNA1I
ENSG00000137198.9	83.302841510346	4.58389660542036	0.437456377947884	10.4785227430527	1.08424069375037e-25	4.06672816554388e-24	GMPR
ENSG00000129965.15	13.5461833969679	4.57311581428835	1.57290556082007	2.90743190703963	0.00364409670918901	0.0177146253843405	INS-IGF2
ENSG00000162772.17	1535.84037978307	4.56572599180303	0.206684675823077	22.0902975686079	3.91806536554139e-108	4.99148016999747e-106	ATF3
ENSG00000184979.9	751.345940280008	4.47704888174479	0.135278603548129	33.095025852717	3.50422345304277e-240	1.05684518753196e-237	USP18
ENSG00000116991.10	37.4037259346842	4.45868182668492	0.620319540809931	7.18771783468785	6.58832383750996e-13	1.29816332894296e-11	SIPA1L2
ENSG00000128284.19	193.346433937828	4.45442035287422	0.332400206149945	13.4007749407497	5.98351007260492e-41	3.32422225011111e-39	APOL3
ENSG00000165731.19	7.62255481435599	4.43645730618758	1.63976187336631	2.70554973758468	0.00681914356704366	0.0302073851258534	RET
ENSG00000188282.12	11.9347430694342	4.43527743464508	1.20217034742601	3.68939181052131	0.000224790796716898	0.00155820706782097	RUFY4
ENSG00000079215.14	149.988486299901	4.40874545964312	0.358265370366599	12.3058096715622	8.42869222307369e-35	4.0573033769571e-33	SLC1A3
ENSG00000239713.9	95.8134781132215	4.39225845983858	0.385726530426875	11.386975261924	4.85553597660401e-30	2.11044443124277e-28	APOBEC3G
ENSG00000167244.20	97.2384989480154	4.35826031027959	0.55163078898646	7.90068356823818	2.77378005642372e-15	6.41485472203908e-14	IGF2
ENSG00000168062.10	417.480664487435	4.34802736691774	0.177951817089211	24.4337340187877	7.49419775634348e-132	1.14174489116746e-129	BATF2
ENSG00000119508.18	29.721653002064	4.26095770207028	0.774016768716962	5.50499404442283	3.69180749388664e-08	4.70323544350489e-07	NR4A3
ENSG00000115267.7	6245.50592697528	4.24056499282898	0.0652805279954773	64.9591099067516	0	0	IFIH1
ENSG00000119915.5	13.2128229306217	4.21117438571695	1.20070349577756	3.50725587168365	0.000452753573627412	0.00290525067784016	ELOVL3
ENSG00000266074.8	15.6244059849136	4.20969197562537	0.912606930627037	4.61282051927106	3.97241303129064e-06	3.81940922422987e-05	BAHCC1
ENSG00000205413.8	10276.8925931939	4.20828698493235	0.0568104812908595	74.0758903869635	0	0	SAMD9
ENSG00000140853.15	516.229400341164	4.20175621648557	0.157143207902146	26.7383889674826	1.68514527895615e-157	3.07445394227333e-155	NLRC5
ENSG00000111335.12	6095.31734401952	4.19375375350094	0.0649380057059831	64.5808830731391	0	0	OAS2
ENSG00000163554.13	24.8717283441	4.13611551467225	0.691720010162321	5.97946489028366	2.23871805658561e-09	3.19650004253354e-08	SPTA1
ENSG00000111913.18	112.231802161433	4.13482577524319	0.52464785693291	7.88114488719228	3.24394888952554e-15	7.46714590177702e-14	RIPOR2
ENSG00000136514.3	383.402907064514	4.08720413867732	0.18936719497042	21.5834856682318	2.56762855619535e-103	3.1359020498723e-101	RTP4
ENSG00000106560.11	55.3525283969285	4.08260335936338	0.459229293317169	8.8901196390878	6.10431464210047e-19	1.70848507657801e-17	GIMAP2
ENSG00000234883.5	163.238276533768	4.03337795413288	0.272542636459958	14.7990714646421	1.48518699929757e-49	9.84219438368587e-48	MIR155HG
ENSG00000205364.4	12.7216602293993	-4.02785488654143	0.986103839947317	-4.08461535527194	4.4149889458929e-05	0.000358487399134095	MT1M
ENSG00000164342.12	260.159979572889	4.02217165139813	0.205325322095564	19.5892625923952	1.90935661064031e-85	1.9731798595834e-83	TLR3
ENSG00000117009.12	21.1599377846098	3.99241648834938	0.656740603587144	6.0791375872645	1.20830648348906e-09	1.7679557636635e-08	KMO
ENSG00000132530.17	1058.84530606475	3.9624632656868	0.110843240011092	35.7483529468309	7.01731244326158e-280	2.52931325089072e-277	XAF1
ENSG00000105327.17	335.100885140855	3.91353989456454	0.202568136584006	19.3196223283694	3.67328059255559e-83	3.59494970839645e-81	BBC3
ENSG00000129048.6	54.4089818119877	3.91306087191904	0.47089895170685	8.30976764279366	9.5889647588558e-17	2.39772793919409e-15	ACKR4
ENSG00000183486.13	2116.33234050559	3.90851699153705	0.0836751870155472	46.7105856699291	0	0	MX2
ENSG00000174125.8	7.51079504593775	3.90664644406145	1.1142093320687	3.50620510134139	0.00045454481457777	0.00291547884975273	TLR1
ENSG00000081479.14	29.4249366449275	3.90245535813619	0.726201626170766	5.37379044262636	7.70984561159892e-08	9.39291825624146e-07	LRP2
ENSG00000078081.8	2291.40782598712	3.89839476639239	0.0898288162102082	43.3980423082696	0	0	LAMP3
ENSG00000006210.7	1017.56429838213	3.89251944551831	0.115927384572467	33.5772212913599	3.60780256106273e-247	1.13438523930607e-244	CX3CL1
ENSG00000108342.12	24.9029952496377	3.8649993959955	1.17354712971386	3.29343347031823	0.000989717610531279	0.00578104618515069	CSF3
ENSG00000236098.1	11.1624854065096	3.85883633284714	1.07150644835319	3.60131881499904	0.00031660703519051	0.00211903023824518	AC097059.2
ENSG00000221963.6	3128.11632356775	3.83822020388562	0.0670405557436566	57.2522133999283	0	0	APOL6
ENSG00000110446.11	476.635981395337	3.83671883184534	0.186441309847176	20.5786948986266	4.25996787793909e-94	4.76922767425636e-92	SLC15A3
ENSG00000152689.18	226.293781921997	3.81834088123138	0.211199100667711	18.0793425216282	4.63576439837841e-73	4.12694736621905e-71	RASGRP3
ENSG00000121858.11	2545.90875334287	3.81617415930718	0.132050622352697	28.8993273285336	1.21738915554077e-183	2.57008242008308e-181	TNFSF10
ENSG00000133106.14	457.643377816361	3.80782463014057	0.154408041654349	24.6607922057882	2.81911431915868e-134	4.43200759665181e-132	EPSTI1
ENSG00000133401.16	96.9958206019005	3.78486864608966	0.314276391335173	12.0431211202662	2.1082539844199e-33	9.82832094061743e-32	PDZD2
ENSG00000078098.14	97.4117597238436	3.77723189647712	0.590187658558502	6.40005232522615	1.55323712930858e-10	2.44709363506634e-09	FAP
ENSG00000184530.9	23.8135201899743	3.77102835256548	0.757971907561785	4.97515582694348	6.51951731389626e-07	7.0120398009286e-06	C6orf58
ENSG00000107201.10	3063.16893864539	3.76587957964414	0.0681221199330216	55.281303390834	0	0	DDX58
ENSG00000214076.3	19.4134231411093	3.73462953997004	0.698052677088016	5.35006835809205	8.79210153947555e-08	1.05633883374284e-06	CPSF1P1
ENSG00000108771.13	612.538410296268	3.7248528743545	0.159165580324764	23.4023767371956	4.04196591194633e-121	5.6887783092136e-119	DHX58
ENSG00000277224.2	12.0264685247982	3.72070688519044	0.96456249248468	3.85740365624836	0.000114597826080961	0.000853162052304504	HIST1H2BF
ENSG00000125347.14	2212.5538691302	3.71839264116032	0.0822838282176907	45.1898352532033	0	0	IRF1
ENSG00000113369.9	2388.9924122548	3.71354134370553	0.147709165364293	25.1408999201022	1.7772020963392e-139	2.82403146018287e-137	ARRDC3
ENSG00000184588.18	27.5804597257021	3.69219568544337	0.528761342599195	6.98272620932139	2.89506279953055e-12	5.40192399639677e-11	PDE4B
ENSG00000204261.8	111.809525699684	3.68914105102115	0.295052162507331	12.5033520163726	7.15686499906905e-36	3.54913258242424e-34	PSMB8-AS1
ENSG00000137752.24	91.4861860564035	3.68824962038319	0.358113709964766	10.2991019828481	7.11221226918775e-25	2.61453415209096e-23	CASP1
ENSG00000138755.5	21.4537588634216	3.66978478874024	0.681142501550186	5.38769021223653	7.13689276036256e-08	8.73087758382764e-07	CXCL9
ENSG00000227507.2	58.7723800265226	3.64529868813286	0.379536978498204	9.60459426788134	7.6458458766698e-22	2.43513599925488e-20	LTB
ENSG00000163565.18	1422.81788131966	3.58640615578487	0.0952018945725469	37.6715838680281	0	0	IFI16
ENSG00000136244.12	1031.43508770555	3.57666246964483	0.110985187341078	32.2264849511233	7.51344807540172e-228	2.05618028996827e-225	IL6
ENSG00000181381.13	2273.96538631514	3.57585946424398	0.0751734150871379	47.5681390834644	0	0	DDX60L
ENSG00000107968.10	436.00141788615	3.57033216208838	0.151956012973719	23.4958268002588	4.49976588400238e-122	6.45607186735798e-120	MAP3K8
ENSG00000172403.11	18.0808442783865	3.52238871437093	0.910417625452193	3.86898124102266	0.000109291049383866	0.000818188008001405	SYNPO2
ENSG00000115008.5	233.789007425018	3.50824590274206	0.208792600742153	16.8025394112243	2.33815687720784e-63	1.84776910862981e-61	IL1A
ENSG00000163545.8	429.156402183238	3.46831541363983	0.141857474740151	24.4492961685168	5.11988498768285e-132	7.88142295291428e-130	NUAK2
ENSG00000168394.11	5422.63628231179	3.45083170254368	0.0711174109392454	48.523022097805	0	0	TAP1
ENSG00000122643.20	3294.8329344402	3.41406708130275	0.0728844717221711	46.842173656919	0	0	NT5C3A
ENSG00000141574.7	136.155009342435	3.41266064557158	0.268232205515253	12.7227848684915	4.41827794568944e-37	2.27502827461319e-35	SECTM1
ENSG00000100906.10	3775.91654230127	3.40683164102741	0.161022377914433	21.157504224896	2.35354826890956e-99	2.71724502483949e-97	NFKBIA
ENSG00000130589.16	8719.64345307417	3.39717572141934	0.0511174166085761	66.4582826521282	0	0	HELZ2
ENSG00000122877.16	45.2530789466869	3.39087791971329	0.438237296793163	7.73753841703186	1.01360060570875e-14	2.2661104010838e-13	EGR2
ENSG00000118503.15	1465.45859209654	3.38692288501309	0.178580752938233	18.9657778304056	3.27151936924192e-80	3.09913546401648e-78	TNFAIP3
ENSG00000120217.14	646.241032293764	3.37938168317089	0.119131707790706	28.3667694003672	5.19922579848794e-177	1.05252272397335e-174	CD274
ENSG00000187510.9	17.2557429025866	3.36544696767868	0.760131242022127	4.42745513094003	9.53513990198821e-06	8.69816651059146e-05	C12orf74
ENSG00000146859.6	287.049750224529	3.34961192259356	0.172683723915207	19.3973806369749	8.12048853236282e-84	8.05399862625891e-82	TMEM140
ENSG00000277511.1	25.3254240606432	3.33186878812526	0.559351733366791	5.95666123723338	2.57443111138105e-09	3.64066439846787e-08	AC116407.2
ENSG00000241106.8	34.4697669166384	3.33135476744798	0.653995371965623	5.09385067578595	3.508631514775e-07	3.92807246404128e-06	HLA-DOB
ENSG00000163644.15	454.714150157649	3.31268780526407	0.143882998605415	23.0234832285417	2.7125309957986e-117	3.67759477577172e-115	PPM1K
ENSG00000197083.11	11.789065667857	3.30362823748825	1.08058123017069	3.05726968528446	0.00223363217100427	0.0115662245801494	ZNF300P1
ENSG00000213492.2	145.39174026256	3.29020997059802	0.252587013770211	13.0260456445764	8.70010184812625e-39	4.62482392487805e-37	NT5C3AP1
ENSG00000268223.5	25.0671981206263	3.28265226531052	0.83131439594124	3.9487494518771	7.85605232243969e-05	0.000607200529398608	ARL14EPL
ENSG00000272666.1	18.3386693192231	3.26929419566084	0.802150414107332	4.07566229246301	4.58835679778336e-05	0.000371137037534989	U62317.1
ENSG00000087076.9	41.0983851484469	3.2565714964676	0.49309957628212	6.60428776074307	3.99432997574132e-11	6.68496131160875e-10	HSD17B14
ENSG00000125384.7	12.6042027715874	3.25490225180759	0.974791596976554	3.33907500013654	0.000840578661714282	0.00499882151421073	PTGER2
ENSG00000172345.14	22.724202190246	3.25338392774332	0.593586302392141	5.48089454664343	4.23180672239005e-08	5.33810988401069e-07	STARD5
ENSG00000119698.12	31.8234899419942	3.22456427847166	0.557351065208262	5.78551738708305	7.22894827038829e-09	9.79187878458279e-08	PPP4R4
ENSG00000237807.3	213.663435308716	3.20296462420689	0.19263476123092	16.6271373024277	4.4327308587056e-62	3.41181753280997e-60	AC022034.1
ENSG00000179073.6	20.6262412515048	3.20056532129063	0.91402108753857	3.50163181673374	0.000462418160724766	0.00295955633572568	TAAR3P
ENSG00000130303.13	245.428777660272	3.19320820068612	0.267869376037312	11.9207661880742	9.22561785041503e-33	4.19495940287487e-31	BST2
ENSG00000157601.14	7851.53225782049	3.19099099749706	0.0624695726773715	51.0807239546388	0	0	MX1
ENSG00000242082.2	37.2270341198601	3.18614653014739	0.473370766064083	6.73076319570622	1.68775455536356e-11	2.95321609687189e-10	SLC5A4-AS1
ENSG00000056558.11	129.693108354551	3.15626229106276	0.281536557711604	11.2108435107597	3.60739033024609e-29	1.51019870539311e-27	TRAF1
ENSG00000172602.11	94.0986735116847	3.15362503530956	0.298969156117448	10.5483290526153	5.17084873605919e-26	1.96945367581141e-24	RND1
ENSG00000089127.13	4522.77376773145	3.1484184469364	0.0634026882092495	49.6574914386215	0	0	OAS1
ENSG00000111912.20	1257.16760467446	3.14067771331887	0.0881681496774458	35.6214542871629	6.5216478629979e-278	2.29468838379483e-275	NCOA7
ENSG00000256128.5	42.1799081724613	3.13979472774767	0.515466698041518	6.0911689148438	1.1208920324062e-09	1.64821317959193e-08	LINC00944
ENSG00000255248.8	15.7526869635181	3.13436875786957	0.821471131607653	3.81555557738893	0.000135876867866629	0.000995532153362936	MIR100HG
ENSG00000004468.13	29.5421870144085	3.12321757641757	0.610799453404729	5.11332739249859	3.1653299126265e-07	3.56008415570344e-06	CD38
ENSG00000188596.11	56.4211745259946	3.12017501457719	0.609044959033036	5.12306188287151	3.00613634139153e-07	3.39638248112263e-06	CFAP54
ENSG00000173193.15	5718.22973994076	3.11216614078893	0.0568028633352501	54.7888954544588	0	0	PARP14
ENSG00000223403.4	9.53080796127356	3.07584756622544	1.03204893006119	2.98033114189952	0.00287936935453343	0.0144781627496751	MEG9
ENSG00000112773.16	967.03811148843	3.0691298381387	0.104483317241352	29.3743529509993	1.16790088916185e-189	2.53812343235791e-187	TENT5A
ENSG00000170581.14	1741.92626192495	3.06891971112565	0.0760697158167312	40.3435148689047	0	0	STAT2
ENSG00000185507.20	1936.32309151314	3.06227557860336	0.0801838681381498	38.1906691421687	0	0	IRF7
ENSG00000173821.19	9107.033314539	3.05072103550568	0.0520174302690519	58.6480535414053	0	0	AC124319.1
ENSG00000156427.8	7.32548511668237	3.03205926101732	1.00083741390368	3.02952229692436	0.00244940822810507	0.0125598038844333	FGF18
ENSG00000185338.5	102.762296751416	3.02830422832543	0.272569914619015	11.1101925264138	1.11917954493151e-28	4.56884953452978e-27	SOCS1
ENSG00000137857.17	76.4919748234042	3.01211732934463	0.346168162025823	8.70131242491312	3.28067696669139e-18	8.91210371576569e-17	DUOX1
ENSG00000184371.14	293.78085876938	3.00259395320684	0.170554111965979	17.6049344023191	2.25769031643888e-69	1.92856343909444e-67	CSF1
ENSG00000152778.9	1120.50049305099	2.9960251802718	0.0916584071496358	32.6868562681945	2.40110065568886e-234	6.95754225289607e-232	IFIT5
ENSG00000130775.16	172.017149770965	2.99557406680553	0.214007168099557	13.9975407992502	1.61358203699505e-44	9.73286340518894e-43	THEMIS2
ENSG00000125144.13	131.820655340722	-2.98952498984204	0.252196761714263	-11.8539388433114	2.05308618636323e-32	9.27844271011494e-31	MT1G
ENSG00000163661.4	304.9940095226	2.9852325220372	0.166768102206319	17.9005006505619	1.16866603029761e-71	1.02192583406735e-69	PTX3
ENSG00000137965.11	2033.34181505786	2.98075451596536	0.0763133942206987	39.0593885438381	0	0	IFI44
ENSG00000204616.11	543.64314080976	2.97729071746421	0.133636141008451	22.2790833003471	5.89520687258622e-110	7.709678510007e-108	TRIM31
ENSG00000105939.13	4744.84127873287	2.97200998475441	0.0666990740333334	44.558489421744	0	0	ZC3HAV1
ENSG00000120341.18	89.2046638928632	2.97073253059432	0.294405505627496	10.0906147263194	6.07876378728922e-24	2.14909022125742e-22	SEC16B
ENSG00000101347.9	3611.70417538915	2.91790417826432	0.0607484480725857	48.0325715445083	0	0	SAMHD1
ENSG00000272941.1	20.6000595479417	2.91500685820063	0.601213400288141	4.84853939849572	1.24373831460172e-06	1.29345283695877e-05	AC083862.2
ENSG00000223387.6	41.2130269391759	2.91454066758719	0.477434258019294	6.10459056641347	1.03064537256589e-09	1.52156616541245e-08	LINC02068
ENSG00000240065.8	2036.10885250484	2.91386158487649	0.0860766055791263	33.8519573962279	3.39631034101628e-251	1.11534831598975e-248	PSMB9
ENSG00000205436.7	17.1845383907342	2.90907911912852	0.682745118154239	4.26085671178879	2.03644769574721e-05	0.000176198033066465	EXOC3L4
ENSG00000185272.14	18.8247678227788	2.90610662764242	0.623187826917544	4.66329171097068	3.11191140594242e-06	3.04555144086206e-05	RBM11
ENSG00000162687.17	39.3703473637379	2.89232700058466	0.435567035808778	6.64037165993078	3.12893174473355e-11	5.33743078736577e-10	KCNT2
ENSG00000280248.1	78.0023238664536	2.89051814524102	0.294662028542329	9.80960512469218	1.02368355934843e-22	3.40720622523672e-21	AC124319.5
ENSG00000230149.2	27.5489239708048	2.88070686771664	0.558999029342587	5.15333071526887	2.55900083347295e-07	2.91347567928068e-06	AL021707.3
ENSG00000181126.13	50.8869518438591	2.85922102313943	0.42575505583736	6.71564784478254	1.87232478288509e-11	3.25903600017384e-10	HLA-V
ENSG00000224389.9	16.914148631118	2.8485016995058	0.674302599495657	4.22436707442079	2.39613227277442e-05	0.0002039749005015	C4B
ENSG00000198342.10	28.4255768874148	2.84731057214375	0.623185236308233	4.56896345781762	4.90142221922145e-06	4.65210132020903e-05	ZNF442
ENSG00000104432.14	24.925612673896	2.843468853542	0.511587506667686	5.5581280161891	2.72683364341695e-08	3.50714948497961e-07	IL7
ENSG00000110848.8	18.6662592305677	2.8381555929716	0.607334735782461	4.67313233667601	2.96640492247558e-06	2.9127928202222e-05	CD69
ENSG00000102962.5	20.8574460299314	2.82330286745136	0.591088372238664	4.77644798993169	1.78418672120887e-06	1.80223591018624e-05	CCL22
ENSG00000087074.8	10820.8740547906	2.82167608021771	0.112127968548179	25.1647837444347	9.73699685820892e-140	1.56405803881099e-137	PPP1R15A
ENSG00000000971.15	333.332609472963	2.81850358726896	0.165388362603924	17.0417285889623	4.02652591701999e-65	3.26945054954513e-63	CFH
