baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
ENSG00000105642.15	49.1364184304265	8.51083512621973	1.44730034153145	5.88048995912905	4.09053822612936e-09	4.01697438708392e-08	KCNN1
ENSG00000225964.5	17.9360361730431	8.50875556139347	1.53960581232349	5.52658056580893	3.26532346809616e-08	2.85568537529209e-07	NRIR
ENSG00000108342.12	47.4180755153424	8.45830394659206	1.44872666555547	5.83844016107	5.26918005367011e-09	5.10882608771247e-08	CSF3
ENSG00000187889.13	40.936659232667	8.24146370075135	1.45552006472477	5.66221236002664	1.4943373035929e-08	1.35991518084961e-07	FYB2
ENSG00000241131.1	14.0164823964342	8.13445209096168	1.567113660129	5.19072247145881	2.09479663373519e-07	1.65964519519912e-06	LINC02032
ENSG00000078098.14	185.140958659486	8.10086445285198	0.669029850351192	12.1083752071744	9.53644937109834e-34	3.44175638570203e-32	FAP
ENSG00000169248.12	2717.33605980671	8.09369805376261	0.179145222774716	45.1795360680136	0	0	CXCL11
ENSG00000086570.12	13.3234842098923	8.06878744310232	1.57129735137326	5.13511171902025	2.81976469893397e-07	2.18763492235202e-06	FAT2
ENSG00000099869.7	35.1133493598925	8.01258546533549	1.46247760190934	5.47877482354236	4.28280981169228e-08	3.69686042311475e-07	IGF2-AS
ENSG00000168060.16	12.2385306456895	7.95240221184257	1.58190620172919	5.02710097675182	4.9795018403894e-07	3.74025647031259e-06	NAALADL1
ENSG00000271554.1	12.2072269125702	7.91784345582575	1.59815692644125	4.95435919015606	7.25690452723239e-07	5.32161129035522e-06	AL138787.2
ENSG00000084628.10	11.9970966724691	7.91553895107855	1.58522996516856	4.99330641295119	5.93542766898998e-07	4.39751202390224e-06	NKAIN1
ENSG00000169554.20	128.629580824419	7.90901124994533	0.751016256024651	10.5310786371124	6.21185520854236e-26	1.7856097255709e-24	ZEB2
ENSG00000277632.2	11.1535770814868	7.82568986749712	1.59594592724094	4.90348058409856	9.41532530343328e-07	6.7797145711635e-06	CCL3
ENSG00000189325.7	11.0030556770463	7.81209795570842	1.60018870130794	4.881985449168	1.05023007533762e-06	7.51415112139247e-06	C6orf222
ENSG00000270379.5	9.58575557084319	7.59673344152179	1.61854504317265	4.69355701502801	2.68495113834464e-06	1.80984474139375e-05	HEATR9
ENSG00000249916.1	9.3443215976228	7.54945119165516	1.6251025340458	4.64552299531545	3.39215984157236e-06	2.24935937442823e-05	AC119150.1
ENSG00000174521.7	24.5052476910852	7.52010652588851	1.48833554412529	5.05269564754509	4.35617757870191e-07	3.29551907335201e-06	TTC9B
ENSG00000176716.5	24.2077929257259	7.49052772852852	1.48367152151133	5.04864292393936	4.44959521049942e-07	3.36052165434645e-06	OR10AB1P
ENSG00000138755.5	23.5395117982036	7.44784615316221	1.48490484509124	5.01570600822208	5.2839073371547e-07	3.94906024610599e-06	CXCL9
ENSG00000088882.8	47.0826116399289	7.44072020133612	1.07388425581897	6.92879159091651	4.2445055322863e-12	5.6773822321118e-11	CPXM1
ENSG00000128250.5	8.71093224674151	7.43361494692365	1.64727764085937	4.51266669475683	6.40175842044195e-06	4.07048354439799e-05	RFPL1
ENSG00000204482.10	22.307624873082	7.35554131216961	1.4940256264978	4.92330331000548	8.50954029054449e-07	6.17208346912643e-06	LST1
ENSG00000117707.15	8.16845546464012	7.34357895067003	1.65673466313914	4.43256190267402	9.31199548667695e-06	5.75566033923241e-05	PROX1
ENSG00000284779.1	153.420640765824	7.33352689825336	0.58250259149083	12.5896897376615	2.40617261060747e-36	9.52748744292852e-35	IGF2
ENSG00000144596.13	21.670647478679	7.32893874044847	1.49135322875025	4.91428764102393	8.91058481219507e-07	6.43953101435709e-06	GRIP2
ENSG00000187498.16	21.1034536375581	7.29997713217068	1.4952017074245	4.88226912524396	1.04871991838392e-06	7.50634045333297e-06	COL4A1
ENSG00000110324.10	42.0811029296952	7.29607274350066	1.08055451777081	6.75215606756474	1.45664060890328e-11	1.87699443979154e-10	IL10RA
ENSG00000261227.2	7.47545727809824	7.2275178580113	1.66748760331846	4.33437576604938	1.46174308321378e-05	8.79251699651426e-05	AC140912.1
ENSG00000113196.3	7.38454470931834	7.188790034744	1.68757992499342	4.25982196651932	2.04589797711136e-05	0.000119925725540675	HAND1
ENSG00000167244.20	171.711093916583	7.13063570504892	0.518688593348576	13.7474311108609	5.27702025348924e-43	2.51739128422437e-41	IGF2
ENSG00000121101.15	6.93298049599685	7.12365793195621	1.68236737098621	4.2343058090697	2.29258792932293e-05	0.000132995309470458	TEX14
ENSG00000226751.2	6.93298049599685	7.12365793195621	1.68236737098621	4.2343058090697	2.29258792932293e-05	0.000132995309470458	AF127936.1
ENSG00000119922.10	24855.3129271333	7.10046821434555	0.115941410530672	61.2418650234302	0	0	IFIT2
ENSG00000160185.15	6.63193768711586	7.07973789573608	1.69398848855611	4.17933058197495	2.9236842930128e-05	0.000167707467744709	UBASH3A
ENSG00000248596.7	6.69154652277645	7.05791220030779	1.69733445580511	4.15823303189822	3.20718763050298e-05	0.000182684422128714	AC139491.2
ENSG00000232810.4	161.721839257258	7.05261053172702	0.517362483253279	13.6318553432379	2.58913114766007e-42	1.19693931431904e-40	TNF
ENSG00000246130.1	18.2026579153916	7.04892704897985	1.51136641270844	4.66394316408541	3.10207091187109e-06	2.0707795290745e-05	AC107959.2
ENSG00000250508.1	158.736128227468	7.03142727053664	0.515088028146119	13.650923504947	1.99336258447156e-42	9.31118350980897e-41	AP000808.1
ENSG00000223511.7	6.39050371389546	7.01177420590212	1.70048617465173	4.12339383314196	3.73330573509532e-05	0.000210248995197503	AL683807.1
ENSG00000156076.10	17.6601811332902	7.0063498467205	1.51318534982413	4.63019936555346	3.65313827194991e-06	2.41260460912981e-05	WIF1
ENSG00000227489.1	6.45011254955606	6.99063779275118	1.72238595295408	4.05869415084433	4.93478956741158e-05	0.000270771858276725	AC006458.1
ENSG00000177047.6	6.23998230945496	6.98822334705919	1.70736425359093	4.09298913946545	4.25847673641697e-05	0.000236923998824787	IFNW1
ENSG00000140093.10	6.20867857633566	6.96215148123714	2.79756822382521	2.48864403804156	0.0128231282282246	0.0388003459901593	SERPINA10
ENSG00000198670.11	6.14906974067507	6.94033996612766	1.7147255201686	4.04749324862516	5.17690747263562e-05	0.000282845535597518	LPA
ENSG00000124256.15	294.356474477621	6.92178629469769	0.367437387583337	18.8380021429577	3.68619239937732e-79	3.00541968489232e-77	ZBP1
ENSG00000285697.1	5.84802693179407	6.89044240745578	1.72292712883769	3.99926514135521	6.35394656111386e-05	0.000342769141253231	AC002059.3
ENSG00000215160.3	5.90763576745467	6.86648140515634	1.73985277999151	3.9465875987449	7.92729267055527e-05	0.000419321287619433	OR7E122P
ENSG00000188379.6	5.75711436301417	6.83931228272611	1.73564351932777	3.94050518240924	8.13101939640093e-05	0.00042895910268601	IFNA2
ENSG00000124232.11	5.60659295857368	6.81248717728443	1.73616128126296	3.92387922182479	8.71344314942764e-05	0.000456863577232632	RBPJL
ENSG00000283542.1	5.60659295857368	6.81248717728443	1.73616128126296	3.92387922182479	8.71344314942764e-05	0.000456863577232632	OASL2P
ENSG00000145934.16	5.45607155413318	6.78549776250059	1.74125121778104	3.89690912672996	9.74281552984541e-05	0.000504203353026074	TENM2
ENSG00000270426.1	5.45607155413318	6.78549776250059	1.74125121778104	3.89690912672996	9.74281552984541e-05	0.000504203353026074	AC099343.2
ENSG00000225101.6	44.2165889915683	6.76372934824352	0.899491913105939	7.51949989732361	5.49861617032661e-14	8.46598096542046e-13	OR52K3P
ENSG00000268916.6	5.30555014969269	6.75780253335243	1.75135777644072	3.85860766101505	0.000114034831772464	0.000581422051592575	CSAG3
ENSG00000131203.13	1515.60149114712	6.73847121675498	0.158648968523182	42.4740940926466	0	0	IDO1
ENSG00000104321.11	5.36515898535328	6.73092562656921	1.76130881449898	3.82154768724295	0.000132616762421974	0.000666502344511894	TRPA1
ENSG00000274235.1	5.36515898535328	6.73092562656921	1.76130881449898	3.82154768724295	0.000132616762421974	0.000666502344511894	AC022106.1
ENSG00000185291.11	5.21463758091279	6.70157066806854	1.75943967103625	3.80892324891228	0.000139573270199469	0.000698138803002754	IL3RA
ENSG00000243795.1	5.21463758091279	6.70157066806854	1.75943967103625	3.80892324891228	0.000139573270199469	0.000698138803002754	LINC02044
ENSG00000198326.9	5.12372501213289	6.68197004400689	2.62454813104491	2.54595065907463	0.0108980591198489	0.0336799597575345	TMEM239
ENSG00000120242.3	5.06411617647229	6.67229271786785	1.76306057738162	3.78449430692681	0.00015402143306616	0.00076190911332259	IFNA8
ENSG00000154864.12	5.06411617647229	6.67229271786785	1.76306057738162	3.78449430692681	0.00015402143306616	0.00076190911332259	PIEZO2
ENSG00000259404.5	5.06411617647229	6.67229271786785	1.76306057738162	3.78449430692681	0.00015402143306616	0.00076190911332259	EFL1P1
ENSG00000011590.14	4.91359477203179	6.64245500069839	1.77237068568421	3.74777976997184	0.000178406792125027	0.000868407769429203	ZBTB32
ENSG00000160505.15	4.91359477203179	6.64245500069839	1.77237068568421	3.74777976997184	0.000178406792125027	0.000868407769429203	NLRP4
ENSG00000280339.1	4.91359477203179	6.64245500069839	1.77237068568421	3.74777976997184	0.000178406792125027	0.000868407769429203	AP001528.3
ENSG00000276403.1	13.6214096853601	6.63505462718923	1.53745013698558	4.31562264529653	1.5915365739162e-05	9.50312634032453e-05	AC105105.4
ENSG00000104490.18	39.7960368835987	6.62200448782576	0.910944457330984	7.26938336858414	3.61132166716349e-13	5.20709620127907e-12	NCALD
ENSG00000254910.1	4.7630733675913	6.61135538824337	1.78840049864669	3.69679800092109	0.000218335932350426	0.00104212123964066	AC136475.2
ENSG00000154258.17	4.6125519631508	6.57814477556078	1.81341417097702	3.62749165681033	0.000286188019769019	0.00133368524567339	ABCA9
ENSG00000253270.1	4.6721607988114	6.54946442141685	1.78946736613274	3.66000774608762	0.000252207623998868	0.00118642752469648	AC090541.1
ENSG00000269534.5	4.6721607988114	6.54946442141685	1.78946736613274	3.66000774608762	0.000252207623998868	0.00118642752469648	AC011466.3
ENSG00000197646.7	12.5364561211573	6.51929358501779	1.54666359880165	4.21506886828455	2.49701979619077e-05	0.000144387634056331	PDCD1LG2
ENSG00000120949.15	4.5216393943709	6.51699285662043	1.79759230050973	3.62540096259449	0.000288513451917999	0.00134382388653678	TNFRSF8
ENSG00000149970.16	4.5216393943709	6.51699285662043	1.79759230050973	3.62540096259449	0.000288513451917999	0.00134382388653678	CNKSR2
ENSG00000186038.9	4.37111798993041	6.48336089178617	1.81327930204264	3.57548938240387	0.000349573363818551	0.00160365663089855	HTR3E
ENSG00000270240.2	47.828983995305	6.44463150426748	0.796445043915286	8.09174663525555	5.88151544257404e-16	1.02723215670351e-14	AC015849.1
ENSG00000118733.16	11.903066770276	6.43208631701869	1.55670486564531	4.13185983995263	3.59839824284648e-05	0.000203225658948165	OLFM3
ENSG00000255248.8	22.9095917880088	6.41975158424549	1.13185883777647	5.67186593414516	1.4125049993987e-08	1.28890089538366e-07	MIR100HG
ENSG00000285744.1	23.0040924003104	6.4184605777966	1.12782221171934	5.69102160881529	1.26281523750832e-08	1.16578059264986e-07	AC083837.1
ENSG00000100346.17	22.727766650449	6.39488355354775	1.12502498175356	5.68421471279701	1.31415091402593e-08	1.20943688788523e-07	CACNA1I
ENSG00000136244.12	1128.04725355041	6.38956134960138	0.172788164754344	36.9791609204574	2.47662259428199e-299	7.40386324560602e-297	IL6
ENSG00000111913.18	206.09196408123	6.38637359277565	0.383326387774393	16.6604068920357	2.54288593212855e-62	1.74090629635839e-60	RIPOR2
ENSG00000119508.18	44.8817527856774	6.36814241335596	0.796811354332429	7.9920327173189	1.32731800302075e-15	2.28046963794859e-14	NR4A3
ENSG00000131401.11	22.4550289441093	6.35480487215546	1.13111795249022	5.61816286105704	1.92998540783046e-08	1.73698686704742e-07	NAPSB
ENSG00000283525.1	10.5170703971923	6.26981046793689	1.57131766152517	3.99016101037853	6.6028457009721e-05	0.000354808997418623	AC005622.1
ENSG00000236908.2	10.3105282006129	6.22380562177504	1.58921844143477	3.91626818535788	8.99302056382265e-05	0.000469754243332963	AC005865.1
ENSG00000187775.16	50.1179900921965	6.1944009039256	0.720551601798591	8.59674850276311	8.20064339417089e-18	1.59185648759239e-16	DNAH17
ENSG00000279400.1	9.79276847753108	6.13444898743178	1.59283003324819	3.8512891265128	0.000117497679880004	0.00059723752811675	AC008957.3
ENSG00000151640.13	9.61753001407101	6.13085681366781	1.59315651498661	3.84824513850063	0.000118966977205648	0.000603481524360212	DPYSL4
ENSG00000010030.14	293.614215709154	6.12839212305014	0.294910907810785	20.7804864477312	6.49967515931976e-96	6.44114217307837e-94	ETV7
ENSG00000171246.6	28.4257428879111	6.11593767798443	0.938953087892268	6.51357107916146	7.33848549354199e-11	8.83425599313173e-10	NPTX1
ENSG00000115194.10	9.31648720519002	6.09883703585243	1.59321299052058	3.82801111473465	0.0001291829241509	0.000650520525124843	SLC30A3
ENSG00000064300.9	9.0401614553286	6.05355766562851	1.59723306553241	3.79002776505297	0.000150630446736867	0.00074636970251911	NGFR
ENSG00000268510.1	65.3324090573283	6.0526139661967	0.865355274151051	6.99436884132307	2.66455718489315e-12	3.6071065830512e-11	IFNL3P1
ENSG00000081479.14	45.5403299056867	6.05014419223247	0.731399834028658	8.27200651510594	1.31723103752641e-16	2.39626502232366e-15	LRP2
ENSG00000144857.14	9.0997702909892	6.03639198117868	1.5984718548971	3.77635174662944	0.000159142210025468	0.000784209880710699	BOC
ENSG00000155657.26	8.92453182752912	6.03261563822123	1.60140346091741	3.76708043004057	0.000165167801023895	0.00081012164259382	TTN
ENSG00000240801.1	17.8737807140778	6.02892657301309	1.15191198792645	5.23384306805046	1.66021424101803e-07	1.32943137683663e-06	AC132217.1
ENSG00000162772.17	2001.9759522711	6.02179782384072	0.224595637748722	26.8117310033328	2.35836329124631e-158	3.58491206399026e-156	ATF3
ENSG00000211891.6	8.62348901864813	5.99882269676189	1.60723782083251	3.73238024827878	0.000189678878882095	0.000917301172959864	IGHE
ENSG00000136574.17	26.4906830586262	5.99618670355138	0.948703451882919	6.32040148230786	2.6088460923267e-10	2.9504963655778e-09	GATA4
ENSG00000282851.2	17.7166726355376	5.98114119328008	1.16605672439059	5.12937412749451	2.90707075853583e-07	2.25244614236964e-06	BISPR
ENSG00000134321.12	7064.79671134203	5.90862690718961	0.0713720096793733	82.786332257325	0	0	RSAD2
ENSG00000129965.15	24.653122472221	5.90641219707705	0.948082261620177	6.22985202463718	4.66875948323647e-10	5.12506357716111e-09	INS-IGF2
ENSG00000110446.11	746.71249032785	5.89469877550049	0.178221073218225	33.0752063662116	6.75509415586176e-240	1.51457654842116e-237	SLC15A3
ENSG00000225492.6	73.1296105868237	5.89232005674719	0.556565704915561	10.5869262239957	3.42659332056203e-26	9.97772798553915e-25	GBP1P1
ENSG00000087074.8	16316.690467588	5.88224191074519	0.131572956236586	44.707074151075	0	0	PPP1R15A
ENSG00000119917.14	7915.3252281192	5.84158913148332	0.0703492467627844	83.0369819193799	0	0	IFIT3
ENSG00000132274.16	3060.16242085529	5.82189221555837	0.0979777299398211	59.4205664811201	0	0	TRIM22
ENSG00000260971.4	7.92390415800652	5.81866852029545	1.63356621896351	3.56194224191742	0.000368121380806453	0.00168015094339068	AC119674.1
ENSG00000130303.13	436.748526551105	5.80997735632249	0.22399755929924	25.9376815287567	2.5041845354977e-148	3.53681559159231e-146	BST2
ENSG00000261644.2	7.62286134912553	5.77875971213871	1.63010730718774	3.54501797928151	0.000392586306557845	0.00177868668368984	AC007728.2
ENSG00000106538.10	9.2819650592686	-5.77071325487151	1.60310357082453	-3.59971330604886	0.000318568218596196	0.00147310083448311	RARRES2
ENSG00000179073.6	37.0213975141265	5.76653092328939	0.74842812254469	7.70485601701191	1.30990897968796e-14	2.0997173698537e-13	TAAR3P
ENSG00000155918.7	44.3926501724102	5.75028846486036	0.680347007933909	8.45199346480988	2.8637063233854e-17	5.36182675600877e-16	RAET1L
ENSG00000243710.7	101.912769083028	5.73483306851744	0.448295871715387	12.7925181344484	1.8052814260521e-37	7.29309300430103e-36	CFAP57
ENSG00000162654.9	3051.99308943978	5.69336593259325	0.0943477174198339	60.3445010466823	0	0	GBP4
ENSG00000179603.17	7.05566750800457	5.69048862667306	1.64745249641599	3.4541139359421	0.000552104070832409	0.00242247816010786	GRM8
ENSG00000234883.5	196.011147671858	5.6733464808785	0.322959291983198	17.5667541442766	4.42792749402031e-69	3.29559068299761e-67	MIR155HG
ENSG00000049249.8	68.3881369448388	5.63127114544297	0.540219581810098	10.4240411400387	1.92592059316498e-25	5.41461405636367e-24	TNFRSF9
ENSG00000135114.12	6008.33566683878	5.61653698231246	0.0786481000483147	71.413511310027	0	0	OASL
ENSG00000072858.10	13.3768583787265	5.57877805014519	1.1930934540088	4.67589360364056	2.92676329777744e-06	1.96472130509857e-05	SIDT1
ENSG00000188596.11	105.364938674811	5.57471603867391	0.431434956398249	12.9213360113732	3.4116561150666e-38	1.42645397985896e-36	CFAP54
ENSG00000169946.14	13.226336974286	5.56731716470066	1.19299272242935	4.66668158156376	3.06103136677598e-06	2.04643010159749e-05	ZFPM2
ENSG00000125384.7	19.4733766679492	5.56356538544362	0.980514579632969	5.67412815781505	1.39396748372399e-08	1.27504307779486e-07	PTGER2
ENSG00000266074.8	19.2072256357092	5.55318794092651	0.9929365216494	5.59269179836585	2.23575957400202e-08	2.00014062238774e-07	BAHCC1
ENSG00000136826.15	1146.77730062294	5.54096333148501	0.254388616115233	21.7814909177188	3.47575860609224e-105	3.84843716774547e-103	KLF4
ENSG00000217275.2	6.59751662058335	5.53868010327916	1.6823206873105	3.29228555831039	0.000993766518563067	0.00411269500330309	AL031777.1
ENSG00000130477.15	6.23686497604176	5.51416426818172	1.67796494373726	3.28622137712856	0.00101541173132695	0.00419181593206248	UNC13A
ENSG00000165731.19	12.182861860824	5.50852590899453	1.21811103840293	4.52218700539548	6.12039495615742e-06	3.90681581240554e-05	RET
ENSG00000198574.6	6.12123534824229	5.48319413938709	1.68016459762506	3.26348629600796	0.00110050506355454	0.00450473740871239	SH2D1B
ENSG00000077264.15	11.9908620056427	5.43290244371999	1.20903729313049	4.49357722428304	7.00366069816388e-06	4.41097829855918e-05	PAK3
ENSG00000236567.2	5.84490959838087	5.41427263932178	1.69208770397803	3.19975886982279	0.00137542607073922	0.00550078426551825	TCF3P1
ENSG00000137745.12	5.72927997058139	5.38033056098755	1.69846259826294	3.16776511092452	0.00153615578868871	0.0060718436275252	MMP13
ENSG00000125148.7	1001.96931760822	5.37829781134572	0.139419448175099	38.5763814284433	0	0	MT2A
ENSG00000188282.12	17.2619910888029	5.35333424721167	0.9993307458365	5.3569193878155	8.46528658360918e-08	7.07887391376214e-07	RUFY4
ENSG00000128253.14	10.940800218081	5.30523232540447	1.22606164327401	4.32705186929888	1.51118384582971e-05	9.06558683700586e-05	RFPL2
ENSG00000235448.2	5.487845997361	5.29856504955474	1.72241331050531	3.07624483463861	0.00209625638091259	0.00799501397074828	LURAP1L-AS1
ENSG00000115008.5	286.511376424355	5.29268506621111	0.244039096896304	21.6878571242216	2.6714399662473e-104	2.93973120702931e-102	IL1A
ENSG00000226979.8	10.7902788136405	5.29143950735414	1.22721806688524	4.31173533876026	1.61978247877332e-05	9.66534874309947e-05	LTA
ENSG00000273777.4	5.51256305638058	5.27767996924759	1.718295664644	3.0714620759641	0.00213013221681693	0.00810181967197736	CEACAM20
ENSG00000128284.19	304.882919433545	5.27690021073465	0.235915862702661	22.3677210607302	8.117916220674e-111	9.51706295753135e-109	APOL3
ENSG00000204099.11	15.6760391932395	5.26042935201166	1.01007531195646	5.20795755498913	1.90930584120259e-07	1.51939746555683e-06	NEU4
ENSG00000175874.10	6.43275187480105	-5.24478679786104	1.66219859779007	-3.1553310205135	0.00160316102123965	0.00631165479323432	CREG2
ENSG00000130487.8	29.3115636470161	5.24140709707764	1.53867517793704	3.40644157534601	0.000658156352460278	0.00283305747398128	KLHDC7B
ENSG00000237265.6	5.18680318848001	5.24097532792225	1.72358978928944	3.04073240656808	0.00236003475454318	0.00887090180055345	BX276092.7
ENSG00000223829.5	6.35860069774232	-5.2300659773653	1.66648094340375	-3.1383893095609	0.00169879083472448	0.00663860810510958	AC004870.2
ENSG00000179044.16	14.9830410066976	5.20146314984819	1.02038508811203	5.09754916104486	3.44079076491453e-07	2.63637180479589e-06	EXOC3L1
ENSG00000172403.11	29.8998865036349	5.18391684721293	0.720462320422166	7.19526434661473	6.23398677722796e-13	8.8185347652317e-12	SYNPO2
ENSG00000004468.13	44.5854727449732	5.1740335946931	0.589851806450488	8.77175171477144	1.75907947671572e-18	3.53728795670963e-17	CD38
ENSG00000069431.11	9.53008678597763	5.1498926014049	1.26664539049786	4.06577297800824	4.78735212723156e-05	0.000263003782867236	ABCC9
ENSG00000239948.2	4.94536921525961	5.14988597200773	1.747190306635	2.94752434949467	0.00320329523797042	0.011624015108937	RN7SL368P
ENSG00000120217.14	644.470212331893	5.14304760564309	0.261912545515328	19.6365072758307	7.540966745474e-86	6.79710153334508e-84	CD274
ENSG00000179428.2	4.79484781081911	5.11839084095083	1.74831611085456	2.92761177979937	0.00341576253376978	0.0122733438638278	AC073072.1
ENSG00000273272.2	4.79484781081911	5.11839084095083	1.74831611085456	2.92761177979937	0.00341576253376978	0.0122733438638278	U62317.4
ENSG00000181126.13	72.0259530221417	5.11019777451926	0.461007687280401	11.0848428681647	1.48611114710302e-28	4.65207253849684e-27	HLA-V
ENSG00000227411.1	4.81956486983869	5.09603272328016	1.74383484490251	2.92231385224158	0.00347441236761303	0.0124591232782637	ACNATP
ENSG00000189367.15	4.64432640637862	5.08679288402395	1.75571336123744	2.89727981590271	0.00376413859619603	0.0133212407414446	KIAA0408
ENSG00000149599.15	14.3430649817166	5.08115168227301	1.03472650698914	4.91062290175422	9.07875324249577e-07	6.5478728150642e-06	DUSP15
ENSG00000188385.11	18.6863485792142	5.06967394490523	0.89155548637155	5.68632465662655	1.2980252694833e-08	1.19643778307924e-07	JAKMIP3
ENSG00000256995.7	9.37297870743741	5.06110583121922	1.26493671731147	4.00107433198417	6.3055544514913e-05	0.00034026092116847	AC084816.1
ENSG00000143341.12	4.5185220609577	5.03045098687156	1.76548794094146	2.84932616656053	0.00438119400853783	0.0152267926624962	HMCN1
ENSG00000183813.6	4.55341383759872	5.01962583133836	1.78084204026312	2.81868111704995	0.00482213975957156	0.0165730448107751	CCR4
ENSG00000204103.4	4.55341383759872	5.01962583133836	1.78084204026312	2.81868111704995	0.00482213975957156	0.0165730448107751	MAFB
ENSG00000134326.11	2157.66965447242	5.00411953169529	0.0955213199958961	52.3874621069965	0	0	CMPK2
ENSG00000176533.13	5.42564043662958	-5.00132694076752	1.70252672570082	-2.93759085556135	0.00330773234716553	0.0119498076759533	GNG7
ENSG00000237575.4	4.40289243315822	4.98446902887004	1.77864909581325	2.80239033129298	0.00507254594531455	0.017320817936628	PYY2
ENSG00000260314.3	4.40289243315822	4.98446902887004	1.77864909581325	2.80239033129298	0.00507254594531455	0.017320817936628	MRC1
ENSG00000213512.3	21.6785275802691	4.98396298602151	0.811396393575652	6.14245148916455	8.12574983814773e-10	8.67052795043759e-09	GBP7
ENSG00000101938.14	8.65526346187595	4.98311504622956	1.28845592504749	3.86750912418358	0.000109952715757337	0.000563331009008669	CHRDL1
ENSG00000135604.9	12.5469828460521	4.96675631413379	1.06980378950566	4.64267967907354	3.43919326944662e-06	2.27718012824156e-05	STX11
ENSG00000262999.1	4.4276094921778	4.96022348229382	1.77384528984417	2.79631121760881	0.00516895990330437	0.017609806986813	AC099489.3
ENSG00000108771.13	938.361587524424	4.95585845449152	0.134736776362019	36.7817799141626	3.61101516779052e-296	1.06181605024031e-293	DHX58
ENSG00000102524.11	128.245148606029	4.95528328551396	0.338108364695917	14.655902671827	1.23504298006543e-48	6.57358039567764e-47	TNFSF13B
ENSG00000163554.13	29.7745528683225	4.92633997637325	0.686923611678485	7.17159796609091	7.41273622386277e-13	1.0439963578265e-11	SPTA1
