miRNA Name;Gene Symbol;Gene Description;
77;submission;TLK2;tousled like kinase 2
77;submission;CDC14B;cell division cycle 14B
77;submission;KALRN;kalirin RhoGEF kinase
77;submission;RNF7;ring finger protein 7
77;submission;CLDND1;claudin domain containing 1
77;submission;ATXN1;ataxin 1
77;submission;GAN;gigaxonin
77;submission;NECTIN4;nectin cell adhesion molecule 4
76;submission;SEMA3A;semaphorin 3A
76;submission;DHRS4L1;dehydrogenase/reductase 4 like 1
76;submission;SYNJ1;synaptojanin 1
76;submission;PHIP;pleckstrin homology domain interacting protein
76;submission;TFF3;trefoil factor 3
76;submission;IL12RB1;interleukin 12 receptor subunit beta 1
76;submission;NUDT4;nudix hydrolase 4
76;submission;MIS12;MIS12, kinetochore complex component
76;submission;ARGLU1;arginine and glutamate rich 1
76;submission;PAPOLA;poly(A) polymerase alpha
76;submission;FIBIN;fin bud initiation factor homolog
76;submission;SAXO2;stabilizer of axonemal microtubules 2
76;submission;FN1;fibronectin 1
76;submission;EML5;EMAP like 5
75;submission;MORC3;MORC family CW-type zinc finger 3
75;submission;HS2ST1;heparan sulfate 2-O-sulfotransferase 1
75;submission;SEMA5B;semaphorin 5B
75;submission;ZNF813;zinc finger protein 813
75;submission;MEOX2;mesenchyme homeobox 2
75;submission;NMNAT2;nicotinamide nucleotide adenylyltransferase 2
75;submission;LGSN;lengsin, lens protein with glutamine synthetase domain
75;submission;ACTBL2;actin, beta like 2
75;submission;SLC22A23;solute carrier family 22 member 23
75;submission;KRTAP4-8;keratin associated protein 4-8
75;submission;ACE2;angiotensin I converting enzyme 2
75;submission;AMMECR1L;AMMECR1 like
75;submission;NAA25;N(alpha)-acetyltransferase 25, NatB auxiliary subunit
75;submission;LSS;lanosterol synthase
74;submission;SMARCC2;SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 2
74;submission;STOML3;stomatin like 3
74;submission;NFAT5;nuclear factor of activated T cells 5
74;submission;ZBTB20;zinc finger and BTB domain containing 20
74;submission;MARVELD2;MARVEL domain containing 2
74;submission;SAP30L;SAP30 like
74;submission;NDFIP1;Nedd4 family interacting protein 1
74;submission;RNMT;RNA guanine-7 methyltransferase
74;submission;GJA4;gap junction protein alpha 4
74;submission;CROT;carnitine O-octanoyltransferase
74;submission;CADPS;calcium dependent secretion activator
74;submission;SRPK1;SRSF protein kinase 1
73;submission;LTBP1;latent transforming growth factor beta binding protein 1
73;submission;OR2A4;olfactory receptor family 2 subfamily A member 4
73;submission;AZI2;5-azacytidine induced 2
73;submission;TRPM6;transient receptor potential cation channel subfamily M member 6
73;submission;ELAVL4;ELAV like RNA binding protein 4
73;submission;PYGO2;pygopus family PHD finger 2
73;submission;INSR;insulin receptor
73;submission;SP3;Sp3 transcription factor
73;submission;ERH;ERH, mRNA splicing and mitosis factor
73;submission;SLC26A4;solute carrier family 26 member 4
73;submission;PGD;phosphogluconate dehydrogenase
73;submission;GPR12;G protein-coupled receptor 12
73;submission;ABHD2;abhydrolase domain containing 2
73;submission;SECISBP2L;SECIS binding protein 2 like
73;submission;CBLB;Cbl proto-oncogene B
73;submission;DOK3;docking protein 3
73;submission;SFMBT2;Scm like with four mbt domains 2
72;submission;ITGB6;integrin subunit beta 6
72;submission;ATP2B2;ATPase plasma membrane Ca2+ transporting 2
72;submission;VAV3;vav guanine nucleotide exchange factor 3
72;submission;STAC2;SH3 and cysteine rich domain 2
72;submission;ENTPD1;ectonucleoside triphosphate diphosphohydrolase 1
72;submission;EPS15L1;epidermal growth factor receptor pathway substrate 15 like 1
72;submission;HSP90AA1;heat shock protein 90 alpha family class A member 1
72;submission;PGAP1;post-GPI attachment to proteins 1
72;submission;COLEC10;collectin subfamily member 10
72;submission;PTBP2;polypyrimidine tract binding protein 2
72;submission;BTRC;beta-transducin repeat containing E3 ubiquitin protein ligase
72;submission;PRIMA1;proline rich membrane anchor 1
72;submission;CNTN2;contactin 2
72;submission;GOLM1;golgi membrane protein 1
72;submission;PAN3;poly(A) specific ribonuclease subunit PAN3
72;submission;NADK2;NAD kinase 2, mitochondrial
72;submission;FBXL14;F-box and leucine rich repeat protein 14
71;submission;HAUS2;HAUS augmin like complex subunit 2
71;submission;MARCH8;membrane associated ring-CH-type finger 8
71;submission;CTSH;cathepsin H
71;submission;RIMS3;regulating synaptic membrane exocytosis 3
71;submission;QSOX2;quiescin sulfhydryl oxidase 2
71;submission;GABRB3;gamma-aminobutyric acid type A receptor beta3 subunit
71;submission;PRLR;prolactin receptor
71;submission;WDR26;WD repeat domain 26
71;submission;WNT2B;Wnt family member 2B
71;submission;C1S;complement C1s
71;submission;CFAP97;cilia and flagella associated protein 97
71;submission;TMEM185B;transmembrane protein 185B
71;submission;SCAF11;SR-related CTD associated factor 11
71;submission;ASXL2;ASXL transcriptional regulator 2
71;submission;RALGPS2;Ral GEF with PH domain and SH3 binding motif 2
71;submission;FBXO28;F-box protein 28
71;submission;GNS;glucosamine (N-acetyl)-6-sulfatase
71;submission;VGLL3;vestigial like family member 3
70;submission;ZSWIM6;zinc finger SWIM-type containing 6
70;submission;STX17;syntaxin 17
70;submission;C5orf30;chromosome 5 open reading frame 30
70;submission;TMEM106B;transmembrane protein 106B
70;submission;CLCC1;chloride channel CLIC like 1
70;submission;ALG10B;ALG10B, alpha-1,2-glucosyltransferase
70;submission;REPS2;RALBP1 associated Eps domain containing 2
70;submission;BTBD19;BTB domain containing 19
70;submission;ASPM;abnormal spindle microtubule assembly
70;submission;ADSS;adenylosuccinate synthase
70;submission;HADH;hydroxyacyl-CoA dehydrogenase
70;submission;KIAA1211;KIAA1211
70;submission;RAP1GDS1;Rap1 GTPase-GDP dissociation stimulator 1
70;submission;ARFIP1;ADP ribosylation factor interacting protein 1
70;submission;PIKFYVE;phosphoinositide kinase, FYVE-type zinc finger containing
70;submission;ADRA1A;adrenoceptor alpha 1A
70;submission;SRP72;signal recognition particle 72
70;submission;MPP5;membrane palmitoylated protein 5
70;submission;SLC35A4;solute carrier family 35 member A4
70;submission;ASB1;ankyrin repeat and SOCS box containing 1
